descricao_projeto,tipo_projeto,departamento,duracao_meses,orcamento,complexidade,recursos_disponiveis,metodologia,risco,entregas,tamanho_equipe,data_inicio,sucesso
Análise de dados financeiros,Marketing,Operações,19,258187.72,Baixa,2,Agile,Baixo,6,12,2023-05-22,0
Integração de sistemas,Marketing,RH,14,869487.2,Baixa,1,Agile,Médio,8,4,2022-10-03,1
Integração de sistemas,Pesquisa,Marketing,25,899069.63,Média,1,Kanban,Médio,10,37,2022-04-18,1
Automatização de processos,Marketing,Operações,34,293324.54,Média,2,Waterfall,Alto,1,11,2021-05-31,0
Análise de dados financeiros,Pesquisa,RH,24,449484.84,Baixa,1,Waterfall,Médio,6,40,2024-12-09,1
Migração de banco de dados,Infraestrutura,TI,23,842865.95,Média,2,Agile,Baixo,1,9,2024-08-14,1
Implementação de CRM,Construção,RH,5,782457.07,Baixa,1,Scrum,Baixo,6,26,2021-09-20,1
Treinamento de equipe,Construção,Financeiro,36,823220.3,Baixa,1,Scrum,Baixo,10,39,2021-05-24,1
Integração de sistemas,Marketing,Operações,24,542478.28,Média,0,XP,Baixo,4,27,2021-12-12,0
Construção de dashboard de vendas,Software,Financeiro,36,915971.6,Média,2,Waterfall,Médio,3,29,2022-09-16,1
Treinamento de equipe,Construção,TI,5,359653.97,Baixa,2,Agile,Baixo,3,25,2023-10-14,0
Análise de dados financeiros,Pesquisa,TI,6,198838.53,Baixa,2,Agile,Alto,4,18,2023-05-31,0
Treinamento de equipe,Software,Financeiro,36,723295.72,Alta,1,Agile,Baixo,3,30,2021-01-02,1
Pesquisa de satisfação do cliente,Software,Operações,4,562386.7,Baixa,2,Kanban,Médio,9,8,2023-06-16,0
Integração de sistemas,Construção,TI,10,861856.48,Média,1,Scrum,Baixo,4,2,2024-08-20,0
Treinamento de equipe,Construção,TI,1,127101.29,Média,1,Kanban,Médio,1,22,2021-09-11,0
Implementação de CRM,Construção,RH,21,851507.78,Média,2,Agile,Baixo,4,21,2022-03-29,1
Implementação de CRM,Pesquisa,Marketing,3,328629.92,Média,0,Agile,Baixo,1,39,2023-11-27,0
Integração de sistemas,Software,TI,31,672112.88,Alta,1,Waterfall,Médio,10,26,2024-03-29,1
Campanha de marketing digital,Marketing,Operações,27,88122.35,Baixa,1,Waterfall,Médio,10,29,2023-10-12,0
Implementação de CRM,Pesquisa,Operações,17,629102.23,Média,2,Scrum,Médio,3,5,2021-01-09,0
Treinamento de equipe,Infraestrutura,RH,23,731408.1,Baixa,1,XP,Médio,4,14,2024-06-10,1
Desenvolvimento de aplicativo móvel,Construção,Operações,13,400312.7,Média,1,Agile,Alto,4,35,2024-01-28,0
Implementação de CRM,Software,RH,27,254640.17,Alta,2,Waterfall,Alto,9,6,2023-03-27,0
Análise de dados financeiros,Pesquisa,TI,20,560749.14,Média,1,Scrum,Médio,6,23,2021-07-27,0
Campanha de marketing digital,Infraestrutura,TI,13,841531.26,Média,1,Kanban,Baixo,3,17,2024-02-29,1
Treinamento de equipe,Pesquisa,TI,24,357369.99,Alta,1,Agile,Alto,7,24,2022-02-08,0
Migração de banco de dados,Pesquisa,TI,3,289845.83,Baixa,2,XP,Alto,4,40,2021-06-01,1
Automatização de processos,Marketing,Marketing,10,314988.54,Média,0,Scrum,Médio,7,29,2021-02-23,0
Migração de banco de dados,Marketing,Marketing,1,951675.55,Alta,1,XP,Médio,2,30,2024-02-18,1
Pesquisa de satisfação do cliente,Pesquisa,TI,13,391313.07,Média,0,Agile,Baixo,7,24,2022-09-20,0
Automatização de processos,Infraestrutura,Operações,14,53424.03,Baixa,1,Scrum,Médio,8,35,2022-08-10,0
Pesquisa de satisfação do cliente,Software,RH,33,792597.15,Baixa,1,Waterfall,Alto,7,37,2024-12-14,1
Automatização de processos,Software,Financeiro,2,714311.06,Baixa,1,XP,Médio,6,2,2024-12-16,0
Automatização de processos,Construção,RH,2,172139.85,Baixa,1,Kanban,Médio,4,21,2021-04-14,0
Desenvolvimento de aplicativo móvel,Construção,Financeiro,31,985659.04,Média,2,Kanban,Baixo,9,40,2021-09-11,1
Construção de dashboard de vendas,Software,Financeiro,4,627659.17,Baixa,2,XP,Baixo,1,5,2024-06-04,1
Análise de dados financeiros,Pesquisa,TI,34,525740.52,Baixa,2,Agile,Médio,5,35,2024-02-10,1
Migração de banco de dados,Pesquisa,Financeiro,19,413108.3,Média,1,Agile,Baixo,1,35,2022-05-25,0
Implementação de CRM,Marketing,TI,9,903739.12,Média,0,Agile,Médio,10,19,2021-04-09,1
Treinamento de equipe,Marketing,Marketing,24,281765.31,Média,1,Kanban,Médio,1,16,2021-06-02,0
Campanha de marketing digital,Construção,Operações,13,321480.46,Média,2,Kanban,Baixo,6,25,2023-07-03,0
Análise de dados financeiros,Software,Financeiro,30,166290.27,Baixa,1,Waterfall,Baixo,6,16,2023-05-28,0
Pesquisa de satisfação do cliente,Pesquisa,Operações,19,771163.14,Baixa,2,Agile,Alto,7,31,2021-12-04,1
Desenvolvimento de aplicativo móvel,Software,TI,10,615771.82,Baixa,0,Kanban,Baixo,10,33,2023-04-02,1
Pesquisa de satisfação do cliente,Infraestrutura,Financeiro,14,628612.86,Média,1,Kanban,Baixo,9,17,2024-04-01,0
Construção de dashboard de vendas,Software,RH,20,257546.91,Baixa,1,Agile,Médio,6,21,2023-08-15,0
Campanha de marketing digital,Infraestrutura,Marketing,4,668609.97,Média,1,Agile,Alto,2,35,2021-06-10,1
Desenvolvimento de aplicativo móvel,Marketing,Marketing,5,777185.52,Baixa,1,Kanban,Alto,4,23,2023-03-12,1
Pesquisa de satisfação do cliente,Marketing,Financeiro,32,389994.1,Alta,1,XP,Médio,9,16,2022-02-02,0
Construção de dashboard de vendas,Construção,Marketing,6,811279.79,Média,1,Kanban,Médio,2,38,2024-07-24,1
Treinamento de equipe,Software,RH,14,381351.06,Média,1,Waterfall,Alto,7,14,2023-03-27,0
Treinamento de equipe,Software,Operações,6,770231.54,Média,0,Scrum,Médio,4,40,2024-11-16,1
Pesquisa de satisfação do cliente,Infraestrutura,RH,14,82043.6,Média,2,Agile,Médio,10,33,2024-03-04,0
Análise de dados financeiros,Marketing,Marketing,12,573606.37,Média,1,Waterfall,Médio,6,21,2024-05-03,0
Campanha de marketing digital,Infraestrutura,Operações,27,971050.23,Alta,1,XP,Baixo,1,17,2022-02-05,1
Integração de sistemas,Marketing,RH,26,982182.37,Média,1,Scrum,Médio,8,4,2022-10-02,1
Análise de dados financeiros,Infraestrutura,TI,12,317664.95,Alta,2,Kanban,Baixo,6,16,2023-11-23,0
Treinamento de equipe,Marketing,TI,8,469329.14,Média,1,Agile,Baixo,7,30,2022-11-19,0
Campanha de marketing digital,Infraestrutura,Operações,10,109829.01,Alta,2,Kanban,Alto,6,34,2022-04-05,0
Construção de dashboard de vendas,Marketing,Operações,16,879674.24,Baixa,1,Waterfall,Baixo,7,22,2023-08-13,1
Desenvolvimento de aplicativo móvel,Infraestrutura,Operações,26,590143.55,Baixa,1,Agile,Baixo,5,29,2022-04-15,1
Automatização de processos,Software,TI,8,415845.64,Média,1,Kanban,Baixo,3,5,2024-10-30,0
Pesquisa de satisfação do cliente,Construção,RH,29,157132.03,Baixa,1,Agile,Médio,6,1,2023-11-12,0
Migração de banco de dados,Infraestrutura,Operações,20,949428.92,Baixa,1,Waterfall,Alto,10,40,2023-01-20,1
Campanha de marketing digital,Construção,TI,17,553708.1,Média,1,Kanban,Médio,9,25,2021-02-07,0
Implementação de CRM,Software,Operações,19,318781.53,Média,1,Scrum,Alto,6,6,2021-08-18,0
Construção de dashboard de vendas,Software,Operações,17,382704.37,Alta,1,XP,Alto,9,23,2024-10-20,0
Integração de sistemas,Marketing,Operações,1,307162.32,Média,2,Kanban,Alto,2,33,2022-07-17,0
Automatização de processos,Construção,TI,29,621719.32,Alta,1,Agile,Baixo,1,14,2022-03-14,0
Implementação de CRM,Pesquisa,RH,14,933465.4,Média,1,Kanban,Médio,4,36,2024-07-30,1
Integração de sistemas,Marketing,TI,17,863859.11,Baixa,2,Agile,Baixo,5,18,2021-01-27,1
Migração de banco de dados,Construção,TI,13,487361.83,Baixa,1,Waterfall,Baixo,10,40,2021-08-14,1
Treinamento de equipe,Infraestrutura,Operações,29,835174.39,Média,0,XP,Médio,7,10,2024-07-24,1
Análise de dados financeiros,Infraestrutura,Financeiro,34,451950.21,Média,2,Agile,Médio,8,39,2023-03-09,1
Pesquisa de satisfação do cliente,Software,Financeiro,27,289691.78,Baixa,1,Kanban,Médio,1,12,2021-10-11,0
Desenvolvimento de aplicativo móvel,Pesquisa,Financeiro,33,984244.36,Média,2,Waterfall,Baixo,6,38,2023-05-29,1
Integração de sistemas,Infraestrutura,TI,29,338693.19,Média,0,Scrum,Baixo,1,23,2023-08-18,0
Automatização de processos,Construção,Operações,19,357538.02,Média,0,Kanban,Baixo,8,7,2022-03-29,0
Campanha de marketing digital,Construção,Financeiro,24,990208.22,Alta,0,XP,Alto,1,25,2023-10-17,1
Treinamento de equipe,Infraestrutura,Marketing,14,177231.12,Média,1,Waterfall,Médio,4,13,2023-03-27,0
Campanha de marketing digital,Construção,Marketing,5,772507.29,Média,0,Kanban,Alto,3,38,2022-10-21,1
Automatização de processos,Construção,Marketing,24,939022.12,Alta,0,Agile,Alto,2,19,2022-07-01,1
Campanha de marketing digital,Software,RH,34,536205.24,Baixa,2,Agile,Médio,8,22,2024-04-30,1
Integração de sistemas,Pesquisa,Operações,31,52395.67,Média,2,Agile,Baixo,6,11,2023-12-09,0
Construção de dashboard de vendas,Software,TI,30,406306.0,Alta,2,Kanban,Médio,4,3,2021-01-17,0
Campanha de marketing digital,Pesquisa,TI,9,155990.54,Média,2,XP,Médio,3,19,2024-04-10,0
Análise de dados financeiros,Construção,Operações,27,445378.28,Média,1,Agile,Médio,6,27,2024-05-28,0
Migração de banco de dados,Pesquisa,RH,28,800525.42,Média,2,Kanban,Baixo,6,7,2021-06-07,1
Desenvolvimento de aplicativo móvel,Construção,Operações,26,466775.97,Média,1,Kanban,Médio,5,37,2022-04-22,1
Integração de sistemas,Construção,RH,18,460328.87,Baixa,1,XP,Baixo,3,27,2023-12-06,1
Implementação de CRM,Software,Financeiro,36,578950.0,Alta,2,Waterfall,Alto,10,34,2024-10-28,1
Automatização de processos,Software,Financeiro,8,602606.06,Alta,1,Waterfall,Médio,9,11,2022-06-02,0
Treinamento de equipe,Marketing,RH,18,863481.49,Alta,2,Kanban,Baixo,6,38,2021-04-09,1
Integração de sistemas,Infraestrutura,Operações,20,342937.67,Média,1,Waterfall,Baixo,5,5,2023-11-27,0
Construção de dashboard de vendas,Marketing,Financeiro,32,830587.7,Baixa,0,Scrum,Médio,7,7,2021-10-07,1
Treinamento de equipe,Marketing,Operações,29,587637.06,Baixa,0,XP,Médio,1,36,2024-10-04,1
Análise de dados financeiros,Pesquisa,Financeiro,18,335503.07,Alta,0,Kanban,Médio,7,5,2022-05-12,0
Automatização de processos,Construção,Operações,7,330369.74,Média,2,Waterfall,Médio,1,5,2021-10-29,0
Treinamento de equipe,Construção,Operações,1,393080.64,Baixa,2,Waterfall,Médio,9,27,2021-06-30,0
Campanha de marketing digital,Construção,Marketing,28,641558.58,Média,1,XP,Baixo,6,29,2022-08-30,1
Integração de sistemas,Infraestrutura,RH,33,269271.14,Média,1,Agile,Alto,7,27,2024-01-28,0
Migração de banco de dados,Pesquisa,TI,4,924316.88,Média,1,Waterfall,Médio,7,32,2022-12-01,1
Automatização de processos,Pesquisa,RH,20,596166.95,Média,2,XP,Baixo,1,25,2023-09-20,1
Pesquisa de satisfação do cliente,Construção,Operações,36,924014.99,Média,1,Agile,Baixo,2,34,2024-02-14,1
Análise de dados financeiros,Marketing,Operações,31,94084.14,Alta,2,Kanban,Baixo,10,15,2021-07-10,0
Desenvolvimento de aplicativo móvel,Infraestrutura,RH,28,375480.8,Baixa,1,Agile,Baixo,3,34,2021-09-10,1
Automatização de processos,Marketing,Operações,3,71667.28,Média,2,Waterfall,Médio,8,35,2023-09-08,0
Construção de dashboard de vendas,Software,Financeiro,6,308639.22,Média,1,Kanban,Baixo,9,20,2023-07-17,0
Integração de sistemas,Pesquisa,Operações,23,868906.15,Alta,1,Kanban,Alto,8,24,2024-03-30,1
Campanha de marketing digital,Pesquisa,RH,7,84779.23,Média,1,Agile,Médio,6,34,2024-07-03,0
Desenvolvimento de aplicativo móvel,Marketing,RH,36,464339.74,Média,2,Kanban,Baixo,2,34,2024-09-08,1
Desenvolvimento de aplicativo móvel,Infraestrutura,RH,1,161688.72,Média,2,Agile,Baixo,2,27,2021-05-08,0
Análise de dados financeiros,Pesquisa,Marketing,6,445998.63,Média,1,Agile,Médio,10,21,2021-01-18,0
Treinamento de equipe,Marketing,Marketing,24,846909.01,Alta,1,Agile,Baixo,7,33,2022-07-20,1
Construção de dashboard de vendas,Infraestrutura,Marketing,36,641917.48,Alta,2,XP,Baixo,9,39,2022-07-24,1
Treinamento de equipe,Marketing,Marketing,24,749918.53,Média,2,Waterfall,Baixo,6,40,2024-09-08,1
Campanha de marketing digital,Infraestrutura,Marketing,29,381648.91,Média,1,Kanban,Baixo,1,36,2022-11-17,1
Desenvolvimento de aplicativo móvel,Construção,Marketing,32,947177.81,Baixa,0,Scrum,Baixo,9,25,2022-09-18,1
Construção de dashboard de vendas,Infraestrutura,Marketing,25,723798.99,Média,0,Waterfall,Baixo,7,7,2024-08-04,0
Construção de dashboard de vendas,Software,RH,10,450708.88,Média,2,Scrum,Alto,3,10,2023-05-04,0
Implementação de CRM,Construção,TI,35,455141.56,Média,0,Agile,Baixo,2,10,2023-08-20,0
Integração de sistemas,Marketing,Marketing,25,922749.97,Baixa,1,Kanban,Médio,3,38,2021-06-04,1
Desenvolvimento de aplicativo móvel,Construção,RH,27,597584.46,Alta,1,Waterfall,Baixo,2,24,2022-05-05,0
Desenvolvimento de aplicativo móvel,Construção,TI,32,721060.25,Média,1,Scrum,Baixo,10,10,2024-11-10,1
Construção de dashboard de vendas,Marketing,Marketing,12,446183.46,Média,1,Scrum,Médio,2,26,2023-02-24,0
Treinamento de equipe,Marketing,TI,4,262508.13,Baixa,1,Scrum,Baixo,4,30,2024-02-02,0
Desenvolvimento de aplicativo móvel,Software,TI,26,737381.33,Média,1,Waterfall,Baixo,6,27,2024-11-17,1
Construção de dashboard de vendas,Marketing,Financeiro,3,627432.58,Alta,2,XP,Médio,3,19,2021-09-03,0
Desenvolvimento de aplicativo móvel,Pesquisa,Operações,17,526275.74,Média,2,Agile,Baixo,9,1,2024-04-14,0
Construção de dashboard de vendas,Pesquisa,Financeiro,9,642819.89,Média,0,Kanban,Médio,5,33,2023-11-29,1
Implementação de CRM,Software,TI,29,247871.31,Baixa,0,Scrum,Baixo,5,11,2023-01-29,0
Integração de sistemas,Infraestrutura,RH,1,804241.77,Média,1,Waterfall,Baixo,7,34,2022-06-22,1
Construção de dashboard de vendas,Infraestrutura,Marketing,18,950754.66,Alta,2,Scrum,Baixo,9,38,2023-07-10,1
Desenvolvimento de aplicativo móvel,Pesquisa,Operações,20,896547.99,Média,2,Waterfall,Alto,1,16,2022-02-12,1
Campanha de marketing digital,Marketing,Marketing,34,355363.96,Alta,2,XP,Médio,9,1,2022-06-09,0
Integração de sistemas,Software,RH,28,435705.48,Alta,2,Scrum,Médio,2,28,2023-04-08,0
Implementação de CRM,Infraestrutura,Operações,35,817982.18,Alta,1,Scrum,Médio,3,15,2023-06-22,1
Construção de dashboard de vendas,Infraestrutura,Financeiro,16,615361.27,Alta,0,Kanban,Médio,5,16,2021-02-05,0
Campanha de marketing digital,Construção,TI,21,570518.72,Baixa,1,Waterfall,Médio,10,32,2022-11-16,1
Construção de dashboard de vendas,Pesquisa,RH,13,930309.87,Alta,2,Waterfall,Médio,4,39,2021-01-20,1
Treinamento de equipe,Marketing,TI,35,559223.71,Baixa,1,XP,Médio,5,1,2021-11-17,1
Desenvolvimento de aplicativo móvel,Software,TI,32,539191.75,Baixa,2,Scrum,Baixo,10,9,2022-05-27,1
Automatização de processos,Infraestrutura,Marketing,6,89917.66,Baixa,2,Kanban,Alto,5,29,2022-02-04,0
Análise de dados financeiros,Construção,RH,13,115946.11,Média,2,Agile,Alto,5,25,2022-10-16,0
Migração de banco de dados,Pesquisa,TI,13,57049.29,Média,0,Kanban,Baixo,10,11,2023-08-30,0
Treinamento de equipe,Pesquisa,Financeiro,12,917582.01,Média,0,Kanban,Médio,10,11,2022-04-16,0
Campanha de marketing digital,Software,Operações,33,437967.33,Baixa,2,Kanban,Médio,10,6,2024-03-12,1
Treinamento de equipe,Infraestrutura,RH,28,495133.31,Média,0,Kanban,Baixo,5,34,2024-01-21,1
Pesquisa de satisfação do cliente,Software,Marketing,3,853117.6,Média,0,Scrum,Alto,2,14,2024-10-09,0
Construção de dashboard de vendas,Software,RH,18,628783.99,Média,2,Kanban,Médio,1,8,2023-04-14,1
Construção de dashboard de vendas,Construção,Marketing,26,629026.52,Baixa,2,Waterfall,Médio,10,25,2022-12-28,1
Migração de banco de dados,Pesquisa,Operações,2,331707.71,Baixa,1,Waterfall,Baixo,8,4,2023-05-04,0
Migração de banco de dados,Marketing,Financeiro,4,842212.96,Baixa,2,Kanban,Baixo,3,31,2021-02-20,1
Pesquisa de satisfação do cliente,Pesquisa,TI,28,207538.48,Média,0,Waterfall,Baixo,7,21,2022-07-29,0
Desenvolvimento de aplicativo móvel,Pesquisa,RH,28,100492.11,Média,1,Scrum,Baixo,8,32,2024-04-28,0
Análise de dados financeiros,Construção,Marketing,25,232023.19,Média,1,Agile,Médio,6,14,2024-02-23,0
Automatização de processos,Marketing,Operações,26,304350.36,Média,2,Kanban,Alto,6,28,2021-05-30,1
Automatização de processos,Infraestrutura,TI,2,318195.5,Média,0,Waterfall,Médio,3,25,2021-11-10,0
Implementação de CRM,Marketing,Operações,34,686987.92,Média,1,Waterfall,Baixo,9,28,2022-07-24,1
Implementação de CRM,Infraestrutura,Financeiro,30,256933.36,Alta,1,Scrum,Baixo,3,15,2024-09-27,0
Desenvolvimento de aplicativo móvel,Marketing,TI,21,692825.39,Baixa,2,Scrum,Médio,5,22,2021-11-01,1
Implementação de CRM,Software,TI,23,136575.56,Alta,1,Agile,Médio,6,6,2022-11-13,0
Implementação de CRM,Marketing,TI,33,189842.34,Média,1,XP,Alto,1,2,2023-04-18,0
Pesquisa de satisfação do cliente,Construção,Marketing,2,533380.38,Baixa,0,XP,Médio,9,6,2023-12-14,0
Pesquisa de satisfação do cliente,Infraestrutura,TI,27,925801.01,Alta,1,XP,Alto,7,23,2023-09-30,1
Implementação de CRM,Pesquisa,Operações,22,866589.21,Média,1,Agile,Baixo,1,26,2022-03-20,1
Treinamento de equipe,Construção,Marketing,34,970315.77,Média,2,Kanban,Médio,6,11,2022-09-05,1
Integração de sistemas,Infraestrutura,TI,16,667955.11,Média,1,XP,Baixo,7,1,2023-09-20,0
Integração de sistemas,Infraestrutura,Operações,20,692024.12,Média,2,XP,Médio,5,28,2021-09-21,1
Desenvolvimento de aplicativo móvel,Pesquisa,Operações,26,643771.85,Baixa,1,Waterfall,Médio,5,22,2023-12-13,1
Automatização de processos,Software,RH,16,641677.98,Baixa,1,Waterfall,Médio,7,13,2023-10-01,1
Migração de banco de dados,Construção,Operações,6,189764.33,Alta,1,Kanban,Baixo,3,36,2021-01-05,0
Desenvolvimento de aplicativo móvel,Pesquisa,Financeiro,23,566552.01,Alta,1,Scrum,Médio,3,22,2024-02-01,0
Implementação de CRM,Pesquisa,TI,8,416764.54,Baixa,2,Agile,Baixo,1,4,2024-05-04,0
Pesquisa de satisfação do cliente,Software,TI,6,470410.35,Média,2,XP,Baixo,8,18,2023-02-13,0
Construção de dashboard de vendas,Construção,TI,22,547420.54,Média,1,Agile,Médio,2,38,2023-05-27,1
Treinamento de equipe,Pesquisa,Operações,6,171976.36,Baixa,0,Waterfall,Alto,3,17,2023-09-19,0
Campanha de marketing digital,Software,Operações,32,391513.35,Média,0,Agile,Médio,7,25,2023-06-03,0
Pesquisa de satisfação do cliente,Construção,TI,17,110277.08,Média,1,Waterfall,Médio,10,17,2024-10-05,0
Integração de sistemas,Marketing,Marketing,17,980684.72,Média,2,Agile,Baixo,10,29,2021-02-16,1
Pesquisa de satisfação do cliente,Infraestrutura,Marketing,23,162601.63,Alta,2,Waterfall,Baixo,8,8,2023-05-17,0
Treinamento de equipe,Software,Financeiro,13,295598.5,Baixa,1,Agile,Baixo,9,29,2023-04-03,0
Migração de banco de dados,Infraestrutura,RH,32,896728.28,Média,0,XP,Alto,8,15,2023-07-25,1
Implementação de CRM,Marketing,Financeiro,22,508574.54,Média,1,XP,Baixo,7,33,2022-10-18,1
Construção de dashboard de vendas,Pesquisa,TI,7,178855.34,Média,2,Kanban,Alto,10,10,2021-09-26,0
Integração de sistemas,Pesquisa,TI,22,415019.01,Baixa,1,Agile,Médio,1,37,2022-01-05,1
Integração de sistemas,Construção,TI,21,160074.59,Média,1,Scrum,Médio,1,11,2022-09-28,0
Análise de dados financeiros,Software,RH,6,240205.2,Alta,1,Kanban,Alto,8,35,2024-02-04,0
Automatização de processos,Software,Operações,14,99428.35,Média,0,Agile,Baixo,7,34,2022-10-19,0
Migração de banco de dados,Construção,RH,16,466316.12,Média,1,Scrum,Médio,2,32,2021-04-30,0
Integração de sistemas,Infraestrutura,Financeiro,3,816304.32,Alta,2,XP,Alto,9,22,2023-04-11,0
Automatização de processos,Pesquisa,Operações,9,606670.72,Baixa,2,XP,Médio,10,4,2023-12-18,0
Integração de sistemas,Pesquisa,Operações,21,626028.04,Alta,1,XP,Baixo,7,2,2024-10-01,0
Implementação de CRM,Software,Financeiro,30,240554.83,Média,0,Scrum,Baixo,9,33,2023-01-11,0
Automatização de processos,Software,Operações,30,376699.15,Baixa,1,Waterfall,Médio,1,9,2021-04-27,1
Treinamento de equipe,Construção,Marketing,32,852980.0,Baixa,2,Agile,Baixo,3,35,2023-03-02,1
Análise de dados financeiros,Marketing,Financeiro,23,133463.38,Baixa,0,Kanban,Alto,10,38,2024-02-25,0
Implementação de CRM,Infraestrutura,Financeiro,3,865034.12,Baixa,2,Kanban,Baixo,2,31,2024-11-17,1
Treinamento de equipe,Marketing,Marketing,1,509505.52,Média,2,XP,Médio,6,14,2023-10-10,0
Construção de dashboard de vendas,Marketing,RH,3,845290.06,Baixa,1,Waterfall,Médio,10,31,2023-12-18,1
Migração de banco de dados,Software,RH,7,352106.1,Alta,1,Agile,Médio,4,33,2022-09-26,0
